subscription_id,customer_id,subscription_start_date,return_date,follow_up_subscription_id,churned,csat_score,csat_classification,filed_complaint,total_damage_amount,excess_mileage_amount,pickup_fee_amount,damage_item_count,has_paid_scratch,has_paid_dent,has_paid_stonechip,has_paid_cleaning,has_paid_defect,has_paid_missing_part,scratch_amount,dent_amount,stonechip_amount,cleaning_amount,defect_amount,return_year
13251227448,209885451,2023-05-31,2023-11-15,,1,-1,,0,0,142.14,199,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
5906797141,103963801,2021-08-18,2022-08-18,,1,4,Promoter,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
18399483947,543321301,2024-04-18,2025-04-18,31790716529,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
12406118912,405822551,2023-03-14,2023-09-28,14720670601,0,-1,,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
14515764846,476860201,2023-08-21,2024-03-13,17406946073,0,-1,,1,549.5,171.57,0,4,0,0,0,0,1,0,0.0,0.0,0.0,0.0,549.5,2024
5026125851,8296651,2021-09-20,2022-09-13,9663879055,0,-1,,0,1500,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
12003255365,201998851,2023-04-01,2024-04-29,17887574865,0,-1,,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
18681935979,228871351,2024-07-31,2025-08-05,,1,-1,,0,1765,0,249,14,1,1,0,0,0,0,425.0,1340.0,0.0,0.0,0.0,2025
9746868602,268954351,2022-08-22,2023-08-21,,1,-1,,0,806.31,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
10324334853,84352901,2022-10-14,2023-10-10,14453718910,0,1,Detractor,0,417.85,0,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
11125234734,29052751,2023-02-20,2024-02-19,16902783596,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
5190731301,65439551,2021-07-15,2022-07-15,9110256017,0,-1,,0,500,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
7356589916,160450451,2022-02-01,2022-03-11,8148204314,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
15237264781,498066101,2023-09-27,2024-03-26,,1,-1,,1,1279.77,0,249,5,1,0,0,0,0,0,1279.77,0.0,0.0,0.0,0.0,2024
9766440812,272917301,2022-08-24,2023-08-18,,1,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
12039215622,389915651,2023-02-17,2025-02-13,,1,-1,,0,0,403.88,249,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
21464491020,47073365886,2024-08-22,2025-06-03,37252711722,0,1,Detractor,0,1475.12,0,0,7,1,0,0,0,1,0,971.48,0.0,0.0,0.0,503.64,2025
11175522968,190543703,2023-01-30,2024-02-01,16445645396,0,-1,,1,1500,0,0,10,1,0,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,2024
28897604408,288394102,2024-12-10,2025-12-10,48783759242,0,1,Detractor,0,2616,0,0,6,1,0,0,0,1,0,110.0,0.0,0.0,0.0,1000.0,2025
38958593932,129796567065,2025-06-30,2025-12-19,,1,4,Promoter,0,0,0,249,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
18366501963,8046814866,2024-04-08,2024-05-23,,1,-1,,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
11534850390,361812854,2023-01-24,2024-01-15,,1,-1,,0,632.5,302.45,199,4,1,0,0,0,0,0,632.5,0.0,0.0,0.0,0.0,2024
9025582914,49803551,2022-07-21,2023-07-21,,1,-1,,0,350,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
16804379519,551871351,2024-02-01,2025-02-19,,1,1,Detractor,0,2087.45,0,249,16,1,0,0,0,1,0,870.0,0.0,0.0,0.0,97.45,2025
5892187480,101932251,2021-09-17,2022-09-23,,1,-1,,0,1300,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
5434459725,80679451,2021-06-25,2022-06-27,,1,-1,,0,250,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
12924186763,318524601,2023-05-10,2023-11-10,15780494648,0,-1,,0,683.43,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
11454392217,356363601,2023-01-28,2023-07-17,13316897718,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
22745097122,497940351,2024-11-05,2025-10-30,40572414269,0,5,Promoter,0,0,992.4,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
20248823384,432811101,2024-07-10,2025-07-10,,1,4,Promoter,0,963.77,0,249,7,1,0,0,0,0,0,963.77,0.0,0.0,0.0,0.0,2025
11220092731,158647651,2023-02-08,2024-02-02,16776435369,0,-1,,1,1444.74,184.38,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
33882208551,382663001,2025-06-12,2025-09-22,,1,-1,,0,147.44,954.56,249,4,0,0,0,0,1,0,0.0,0.0,0.0,0.0,147.44,2025
8520177669,209876351,2022-04-19,2022-10-04,,1,-1,,0,100,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
28422540689,72802482330,2024-11-05,2025-11-11,,1,1,Detractor,0,1485.84,0,249,19,1,0,0,0,1,0,1337.38,0.0,0.0,0.0,148.46,2025
7056180079,84211801,2022-01-20,2023-01-20,11253158777,0,1,Detractor,0,1100,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
9351107984,104346151,2022-10-03,2023-09-26,,1,-1,,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
6355301692,126456609,2021-10-20,2022-11-21,9274076764,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
29541498409,56588611727,2024-12-09,2025-12-09,46548443543,0,-1,,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
7799787181,169366801,2022-02-09,2023-02-09,11490217476,0,5,Promoter,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
19512329076,42195951,2024-07-04,2025-07-24,35683367287,0,-1,,0,225,0,0,1,1,0,0,0,0,0,225.0,0.0,0.0,0.0,0.0,2025
15542815019,212577151,2023-11-13,2024-12-13,,1,-1,,1,530,0,249,4,0,0,0,1,0,1,0.0,0.0,0.0,50.0,0.0,2024
22541600140,125604501,2024-10-22,2025-10-17,41894835573,0,1,Detractor,0,1990,1649.2,0,6,1,0,0,0,0,0,1990.0,0.0,0.0,0.0,0.0,2025
6013362229,102140201,2021-09-10,2022-10-11,10193424909,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
18525208585,503055902,2024-05-24,2024-11-24,23106710359,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
10931151220,331123751,2022-11-25,2023-05-24,,1,-1,,0,1239.25,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
8665301658,214851901,2022-05-03,2022-11-04,,1,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
37118319693,38969451,2025-05-26,2025-11-06,42845181501,0,-1,,0,1000,0,0,2,1,0,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,2025
11156685919,343361351,2022-12-14,2023-12-14,15836072528,0,1,Detractor,0,877,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
29851359282,75467901297,2024-12-23,2025-09-22,,1,-1,,0,0,0,249,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
15392925016,502307791,2023-11-11,2025-11-11,39057078853,0,-1,,0,2488.8,0,0,10,1,0,1,0,1,0,1488.8,0.0,500.0,0.0,500.0,2025
11728150941,302102601,2023-02-03,2024-02-01,,1,-1,,0,413.66,1754,199,3,1,0,0,1,1,0,100.0,0.0,0.0,100.0,213.66,2024
13329191535,483611051,2023-06-02,2023-12-11,,1,-1,,0,0,0,0,1,1,0,0,0,0,0,50.0,0.0,0.0,0.0,0.0,2023
13770335059,420480501,2023-07-03,2024-07-09,,1,-1,,0,0,0,249,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
17920665970,45875551,2024-05-29,2025-06-02,36041713166,0,1,Detractor,0,1381.94,225.96,0,9,1,0,0,0,0,0,1381.94,0.0,0.0,0.0,0.0,2025
9272314446,152413001,2022-08-08,2023-07-20,,1,-1,,0,35.65,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
8927374668,231536001,2022-06-07,2023-06-07,12518816271,0,3,Detractor,0,150,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
14562651514,269512451,2023-09-18,2024-09-18,20625631885,0,1,Detractor,1,990,0,0,9,1,0,0,0,0,1,890.0,0.0,0.0,0.0,0.0,2024
13156459025,92531051,2023-07-24,2024-07-04,,1,-1,,0,150.63,0,249,4,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2024
22652169338,79282101,2024-10-22,2025-10-27,45697814421,0,1,Detractor,0,3063.3,54.6,0,17,0,1,0,1,1,0,0.0,220.0,0.0,270.0,1943.3,2025
6818085287,123414001,2021-11-10,2022-05-09,8240923500,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
9632549796,97983151,2022-10-04,2023-02-03,11469902897,0,-1,,0,350,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
8485337101,204529901,2022-04-27,2023-04-14,,1,5,Promoter,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
11454320928,101722451,2023-01-19,2025-01-21,,1,-1,,0,150,0,249,2,1,0,0,0,0,0,150.0,0.0,0.0,0.0,0.0,2025
8978602524,233744651,2022-09-30,2023-10-06,14519792912,0,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
11420931225,240789201,2023-01-07,2023-07-04,,1,5,Promoter,0,460,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
5274803865,37781401,2021-09-07,2022-08-26,,1,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
5332209758,74192301,2021-06-07,2022-06-07,,1,-1,,0,150,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
22074844336,98653101,2024-09-19,2025-09-20,47099314486,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
8245556644,186348701,2022-03-25,2022-04-24,11887424055,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
13778046542,453427051,2023-07-10,2024-07-09,,1,-1,,0,0,2611.2,249,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
10717680244,168642401,2022-12-22,2023-05-24,,1,1,Detractor,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
9367246209,191510551,2022-07-20,2023-07-10,13670028413,0,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
17196006936,566848101,2024-03-13,2025-03-13,32755128601,0,-1,,0,2910,4,0,11,1,1,0,0,0,0,2790.0,120.0,0.0,0.0,0.0,2025
9896862865,281572551,2022-09-19,2023-09-19,14446484776,0,5,Promoter,0,613.31,0,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
9344057256,84935101,2022-07-23,2023-01-23,,1,4,Promoter,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
33033949253,147787301,2025-04-01,2025-10-06,,1,-1,,0,610.12,480,249,5,0,0,0,0,1,0,0.0,0.0,0.0,0.0,610.12,2025
15654770818,511625551,2023-10-26,2024-10-31,,1,-1,,0,2240,4156.04,249,9,1,1,0,0,0,0,1540.0,700.0,0.0,0.0,0.0,2024
16381067025,537911501,2023-12-13,2024-12-13,,1,1,Detractor,1,2134.86,674.46,0,10,1,1,0,0,0,0,1174.58,90.0,0.0,0.0,0.0,2024
22363086465,29602251,2024-11-06,2025-05-05,34251986460,0,2,Detractor,0,1412.46,278.64,0,7,1,1,0,1,0,1,446.85,688.65,0.0,225.0,0.0,2025
5701111148,93235901,2021-11-17,2022-12-15,,1,-1,,0,100,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
29308323957,76652813351,2024-12-03,2025-12-04,,1,-1,,0,850,69.44,249,4,1,0,0,1,0,0,630.0,0.0,0.0,220.0,0.0,2025
15611054889,505015901,2023-11-03,2024-10-18,21834780828,0,-1,,1,680.72,145.44,0,3,1,0,0,0,0,0,680.72,0.0,0.0,0.0,0.0,2024
6229827345,121116701,2021-10-12,2022-04-12,,1,-1,,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
9564325888,261734751,2022-10-05,2023-10-06,14514996122,0,5,Promoter,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
30849597623,85588713525,2025-03-11,2025-09-04,,1,-1,,0,0,384.42,249,4,1,0,0,0,0,0,75.0,0.0,0.0,0.0,0.0,2025
13374344593,391076601,2023-06-01,2024-07-02,,1,-1,,0,0,162.61,249,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
12113662268,393196701,2023-02-22,2023-08-14,14697121086,0,-1,,0,350,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
12625402164,164344501,2023-03-30,2024-04-30,17631477580,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
5092693608,61697151,2021-07-22,2022-07-22,,1,-1,,0,391.62,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
17081811747,563027901,2024-02-05,2025-02-07,,1,-1,,0,853.03,496.26,249,4,1,0,0,0,0,0,853.03,0.0,0.0,0.0,0.0,2025
8334524425,201677251,2022-04-12,2022-08-31,,1,-1,,0,130,0,0,2,1,1,0,0,0,0,50.0,80.0,0.0,0.0,0.0,2022
16969717384,359059001,2024-03-21,2024-08-29,20816642057,0,4,Promoter,0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
14630488116,480672251,2023-09-25,2024-09-25,19590921286,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
18133116261,596508151,2024-06-19,2025-06-18,34118440105,0,-1,,1,999.63,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
34031902276,19471564338,2025-06-16,2025-11-17,44593749835,0,-1,,0,440,0,0,10,1,0,0,0,0,1,400.0,0.0,0.0,0.0,0.0,2025
8098647133,52760101,2022-04-06,2022-10-06,,1,-1,,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
23058294534,122594651,2024-11-19,2025-11-19,,1,-1,,0,211.5,0,249,18,1,0,0,0,0,0,211.5,0.0,0.0,0.0,0.0,2025
12937094705,424845651,2023-04-20,2024-04-22,19016317505,0,-1,,0,531.42,0,199,5,0,0,0,0,1,1,0.0,0.0,0.0,0.0,500.0,2024
10987513155,333719801,2022-12-13,2023-12-14,16082648205,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
11894884890,384439701,2023-02-15,2024-02-15,16851376479,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
22766858376,446885301,2024-11-13,2025-05-30,35451528987,0,-1,,0,145.41,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
9253217354,167903801,2022-07-05,2022-08-16,,1,-1,,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
9678497409,76054701,2022-08-22,2023-08-22,,1,5,Promoter,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
13057222574,220378601,2023-05-19,2024-05-17,19097502345,0,4,Promoter,0,225,0,0,3,1,0,0,0,0,0,225.0,0.0,0.0,0.0,0.0,2024
22421553690,59785757049,2024-10-09,2025-10-21,43166863391,0,-1,,0,303,0,0,4,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2025
22169340700,32675648560,2024-09-28,2025-10-13,44396322700,0,-1,,0,228.98,0,0,3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,228.98,2025
29043660968,77511359495,2024-11-29,2025-12-05,46013287262,0,-1,,0,397.08,182.78,0,14,0,1,0,0,0,0,0.0,145.0,0.0,0.0,0.0,2025
21449178786,35954100805,2024-09-11,2025-09-12,43438262938,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
22650044517,61718813216,2024-10-07,2025-10-10,43123867576,0,3,Detractor,0,222.5,1.62,0,6,1,0,0,0,0,0,222.5,0.0,0.0,0.0,0.0,2025
9843631684,275060851,2022-09-07,2023-09-08,,1,-1,,0,1654.87,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
13260049579,212516802,2023-05-24,2024-05-24,18375612843,0,2,Detractor,0,0,0,249,2,1,0,0,0,0,0,90.0,0.0,0.0,0.0,0.0,2024
11813092389,106854822817,2023-02-08,2023-05-02,,1,-1,,0,160,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
8944716981,163531501,2022-08-02,2023-08-29,,1,-1,,0,325,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
13132854449,44053251,2023-05-22,2024-05-17,18968627617,0,4,Promoter,1,1150,0,0,4,0,0,0,0,1,1,0.0,0.0,0.0,0.0,500.0,2024
20673635416,32740131154,2024-08-12,2025-08-12,35233161862,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
19473227376,452308251,2024-09-11,2025-09-19,39134573951,0,4,Promoter,0,130,52.5,0,7,1,0,0,0,0,0,130.0,0.0,0.0,0.0,0.0,2025
18555201560,4432551,2024-06-27,2025-06-27,30959338047,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
6708105810,137846451,2022-01-25,2023-01-26,,1,-1,,0,305.4,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
13195168808,136568551,2023-07-18,2024-08-01,19878730844,0,-1,,0,638.14,1354.08,0,6,1,0,0,0,0,0,638.14,0.0,0.0,0.0,0.0,2024
13016473670,427279301,2023-05-11,2025-05-11,36353801530,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
12478506847,401582551,2023-04-17,2023-10-17,,1,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
9842555536,278213801,2022-08-24,2023-08-17,,1,4,Promoter,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
8984180785,10306201,2022-10-14,2023-11-14,,1,5,Promoter,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
8215303006,194679751,2022-04-04,2023-01-09,,1,1,Detractor,0,1045.62,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
21276283663,334679301,2024-09-17,2025-09-17,32729166858,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
10353991196,300281851,2022-10-21,2023-06-28,13801824341,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
14247684142,467357351,2023-07-31,2024-02-16,,1,-1,,0,150,0,199,3,1,0,0,0,0,0,150.0,0.0,0.0,0.0,0.0,2024
5554885204,85985701,2021-08-11,2022-08-11,9624515370,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
9399454308,84008151,2022-08-12,2023-08-14,13602759331,0,1,Detractor,0,3941.39,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
9434280730,73963101,2022-07-19,2023-07-21,,1,2,Detractor,0,823.61,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
21254342295,46174214468,2024-08-26,2025-02-25,,1,-1,,0,0,0,249,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
15860792360,516454901,2023-11-23,2024-12-10,,1,-1,,0,185.25,0,249,5,1,0,0,0,0,0,185.25,0.0,0.0,0.0,0.0,2024
13768018021,453041851,2023-06-27,2024-08-01,,1,-1,,0,1979.94,662.32,0,10,1,0,1,0,0,1,400.0,0.0,500.0,0.0,0.0,2024
31769827481,72715366236,2025-03-27,2025-09-30,42027677108,0,-1,,0,0,1907.73,249,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
8095721516,187625451,2022-03-11,2023-03-10,,1,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
12416385893,295391401,2023-05-24,2024-05-24,18463731129,0,5,Promoter,1,2710,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2710.0,2024
8695854739,211618001,2022-05-03,2023-05-03,12006052875,0,5,Promoter,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
16610222476,542869051,2024-01-10,2025-01-10,,1,-1,,0,0,0,249,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
22979018319,65164728065,2024-10-28,2025-10-28,43280223540,0,-1,,0,950,11,0,6,1,0,0,0,0,0,950.0,0.0,0.0,0.0,0.0,2025
8804037695,72125103,2022-07-08,2023-06-28,,1,-1,,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
22502354190,60038964547,2024-11-11,2025-11-05,,1,2,Detractor,0,1313.28,0,249,14,1,0,0,0,1,0,1096.56,0.0,0.0,0.0,216.72,2025
14343058302,471015401,2023-08-02,2025-10-06,,1,-1,,0,975,0,249,10,1,0,0,0,0,0,975.0,0.0,0.0,0.0,0.0,2025
21096113072,18873962116,2024-09-03,2025-08-29,38069039116,0,-1,,0,884.65,0,0,3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,884.65,2025
15539807156,508441101,2023-11-03,2024-10-26,,1,1,Detractor,0,1127.92,0,249,7,1,0,0,0,1,0,166.27,0.0,0.0,0.0,795.38,2024
9842304049,277749351,2022-08-24,2023-08-24,14313270904,0,-1,,0,494.53,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
12666521448,217607301,2023-04-28,2024-05-06,18502662521,0,-1,,0,500,0,0,6,0,0,0,0,1,0,0.0,0.0,0.0,0.0,500.0,2024
12707885446,385470201,2023-04-24,2024-05-22,,1,-1,,0,0,980,199,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
44479820139,150651443987,2025-10-01,2025-12-18,,1,-1,,0,0,737,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
20486657340,464314401,2024-07-21,2024-10-21,22648533251,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
28244941632,304867501,2024-11-03,2025-02-07,,1,-1,,0,722.5,0,249,5,1,1,0,1,0,0,72.5,600.0,0.0,50.0,0.0,2025
23298775892,67905422487,2024-10-30,2025-10-29,40177060876,0,5,Promoter,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
28538406986,21554722313,2024-11-14,2025-11-18,,1,-1,,0,1411.38,0,249,7,1,0,0,0,0,0,1411.38,0.0,0.0,0.0,0.0,2025
17785750865,404979901,2024-04-29,2025-02-24,,1,-1,,0,153.7,84.98,249,6,1,0,0,0,0,0,153.7,0.0,0.0,0.0,0.0,2025
11271548187,347457951,2023-01-17,2023-07-19,,1,-1,,0,158,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
13435390485,244662251,2023-06-29,2024-06-26,,1,4,Promoter,0,240,0,249,5,1,0,0,0,0,0,240.0,0.0,0.0,0.0,0.0,2024
7695434753,139225051,2022-02-28,2022-04-26,8533229647,0,-1,,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
9848423817,255506051,2022-10-11,2023-10-19,14777258792,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
6158901294,116247651,2021-10-07,2022-10-07,,1,-1,,0,250,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
