subscription_id,damage_type,damage_category,invoiced_amount
16604031920,Instandsetzungsspuren,Tür,0.0
16604031920,Instandsetzungsspuren,Kotflügel,0.0
16604031920,Lackschaden,Innenraum,0.0
16947268695,Lackschaden,Tür,0.0
28847832883,Lackschaden,Heckklappe,120.0
23239226238,Lackschaden,Heckklappe,0.0
23239226238,Lackschaden,Tür,0.0
23239226238,Lackschaden,Sonstige,0.0
29640443220,Hagelschaden,Sonstige,1000.0
28333312943,Verformt / Verzogen,Sonstige,0.0
30809505930,Lackschaden,Motorhaube,0.0
29051603849,Funktionsstörung,Sonstige,0.0
29640443220,Hagelschaden,Sonstige,0.0
32173478049,Hagelschaden,Sonstige,0.0
29604031327,Hagelschaden,Sonstige,0.0
36370451887,abweichend Auslieferungszustand,Sonstige,0.0
36693985161,Löcher,Sonstige,70.0
36110356839,Hagelschaden,Sonstige,0.0
35544079881,Lackschaden,Heckklappe,0.0
21356458296,abweichend Auslieferungszustand,Sonstige,540.0
10444323493,Untermaß,Sonstige,0.0
10285719092,Lackabplatzer,Stoßfänger,500.0
12415848873,Siehe Gutachten,Sonstige,0.0
12925580673,Verformt / Verzogen,Motorhaube,500.0
13993492738,in Ordnung,Sonstige,0.0
14339168387,Verätzung,Motorhaube,0.0
14042761655,Lackschaden,Tür,0.0
14042761655,Lackschaden,Kotflügel,0.0
14042761655,Lackschaden,Tür,0.0
15164355919,Schimmelbildung,Sonstige,0.0
8166407566,Verätzung,Sonstige,50.0
11699899550,Verwittert / Matt,Motorhaube,0.0
8199146362,Verätzung,Sonstige,50.0
11846423870,Verätzung,Motorhaube,50.0
13085135444,Verätzung,Heckklappe,50.0
8720712247,Verätzung,Stoßfänger,50.0
8544854657,Riss,,0.0
8923471620,korrodiert,Felge,128.16
9067562072,Verätzung,Kotflügel,75.0
9067562072,Verätzung,Sonstige,0.0
13500475543,Klebereste,Scheibe,45.0
17426088268,Verwittert / Matt,Tür,75.0
15340784436,Instandsetzungsspuren,Tür,500.0
15340784436,Instandsetzungsspuren,Sonstige,500.0
15340784436,Instandsetzungsspuren,Tür,0.0
15340784436,Instandsetzungsspuren,Sonstige,0.0
17356427016,Riss,,0.0
21581047193,Untermaß,Sonstige,0.0
21581047193,Instandsetzungsspuren,Tür,0.0
21581047193,Untermaß,Sonstige,0.0
8094593369,Instandsetzungsspuren,Felge,142.5
8150695266,Verformt / Verzogen,Sonstige,0.0
12216492451,Hagelschaden,Sonstige,0.0
9078235444,Instandsetzungsspuren,Felge,0.0
9214306955,lose,Sonstige,120.0
13084366603,Unzulässig,Sonstige,47.5
9373838927,Löcher,Tür,0.0
10169192778,Hagelschaden,Sonstige,0.0
18087645068,Funktionsstörung,Sonstige,0.0
17617256109,Lackschaden,Sonstige,0.0
17617256109,elektrischer Fehler,Elektrik / Sensorik,0.0
20374916150,Lackschaden,Sonstige,100.0
13843735144,ausgelassen,Sonstige,0.0
18156040376,Verätzung,Sonstige,75.0
18156040376,Verätzung,,280.33
18239935813,Hagelschaden,Sonstige,500.0
18534585090,Instandsetzungsspuren,Scheibe,0.0
18076181094,Verätzung,Motorhaube,732.64
18818951762,Hagelschaden,Sonstige,2490.23
20056144258,Korrosion / Rost,Sonstige,360.0
19433978125,Untermaß,Sonstige,0.0
20139436292,Untermaß,Sonstige,0.0
18188966420,Hagelschaden,Sonstige,1951.82
22841518095,Instandsetzungsspuren,Sonstige,0.0
29994967704,Korrosion / Rost,Sonstige,0.0
13846423895,Tierschaden,Sonstige,220.0
18378176360,Tierschaden,Sonstige,225.0
18048091168,Tierschaden,Sonstige,225.0
19355730177,lose,Sonstige,230.0
20165861952,Lackschaden,Sonstige,1230.0
19413368622,Hagelschaden,Sonstige,3890.0
19413368622,Tierschaden,Sonstige,240.0
19971419978,Tierschaden,Sonstige,0.0
31930512440,Tierschaden,Sonstige,0.0
21553154145,Instandsetzungsspuren,Tür,0.0
21553154145,Tierschaden,Sonstige,130.0
21553154145,Instandsetzungsspuren,Tür,0.0
19830154587,Tierschaden,Sonstige,240.0
19582411040,Tierschaden,Sonstige,0.0
19521754922,Tierschaden,Sonstige,240.0
19899335325,Tierschaden,Sonstige,100.0
34142176512,Fehlstellung,Heckklappe,0.0
34142176512,Tierschaden,Sonstige,275.0
20499968001,Tierschaden,Sonstige,275.0
34515089985,Tierschaden,Sonstige,240.0
18951548687,Fehlstellung,Sonstige,0.0
19982698512,Tierschaden,Sonstige,280.0
19982698512,Tierschaden,Sonstige,0.0
22801811022,Tierschaden,Sonstige,50.0
22801811022,Tierschaden,Sonstige,0.0
22835270790,Fehlstellung,Sonstige,0.0
22835270790,Fehlstellung,Sonstige,0.0
21524104505,Lackschaden,Heckklappe,0.0
21524104505,Lackschaden,,0.0
21524104505,Lackschaden,Kotflügel,110.0
21524104505,Lackschaden,Tür,110.0
38038141728,Funktionsstörung,Sonstige,0.0
28419581602,Löcher,,220.0
22107949131,Löcher,Sonstige,0.0
22107949131,korrodiert,Scheibe,0.0
19819225654,korrodiert,,158.02
18051512247,Hagelschaden,Motorhaube,237.0
18051512247,Hagelschaden,Sonstige,1027.0
21523691189,Verätzung,Sonstige,0.0
18318023500,Instandsetzungsspuren,Tür,158.0
18318023500,Instandsetzungsspuren,Tür,690.73
19488938845,Instandsetzungsspuren,Stoßfänger,692.75
19488938845,Instandsetzungsspuren,Heckklappe,96.63
19488938845,Instandsetzungsspuren,Heckklappe,772.08
19488938845,Instandsetzungsspuren,Tür,0.0
19488938845,Instandsetzungsspuren,Stoßfänger,1051.47
19673814789,Verätzung,Motorhaube,0.0
20121262181,Verätzung,Sonstige,75.0
34637304116,Klebereste,Scheibe,0.0
22101343591,Verwittert / Matt,Motorhaube,0.0
31690060125,Instandsetzungsspuren,Heckklappe,0.0
31690060125,Instandsetzungsspuren,Sonstige,0.0
38317817228,Verätzung,Sonstige,110.0
20050934885,Lackschaden,Sonstige,300.0
20050934885,Instandsetzungsspuren,Heckklappe,0.0
20050934885,Instandsetzungsspuren,Kotflügel,855.0
20050934885,abweichend Auslieferungszustand,Sonstige,0.0
20050934885,Tierschaden,Sonstige,55.0
21278067459,Tierschaden,Sonstige,160.0
20050650898,Fehlstellung,Stoßfänger,50.0
19322364589,Verformt / Verzogen,Kotflügel,840.0
19322364589,Lackschaden,Heckklappe,220.0
19322364589,Lackschaden,Sonstige,110.0
30853828146,Fehlstellung,Karosserie-Säule,0.0
21242933119,Brand / Hitze,Sonstige,582.0
21242933119,Hagelschaden,Sonstige,1897.0
21242933119,Brand / Hitze,Karosserie-Säule,0.0
21862888738,Verformt / Verzogen,Kotflügel,0.0
21862888738,Fehlstellung,Sonstige,0.0
31986842006,Tierschaden,Sonstige,200.0
21997467022,Tierschaden,Sonstige,0.0
21997467022,Tierschaden,Sonstige,0.0
21430012421,Lackschaden,Tür,640.0
21430012421,Tierschaden,Sonstige,40.0
21430012421,Instandsetzungsspuren,Motorhaube,0.0
21985609885,Fehlstellung,Heckklappe,0.0
21985609885,Lackschaden,Sonstige,600.0
34020752518,Tierschaden,Sonstige,0.0
34020752518,Tierschaden,Sonstige,175.0
31139068532,Fehlstellung,Tür,0.0
18938746232,Fehlstellung,Sonstige,0.0
21836760618,Hagelschaden,Sonstige,0.0
38931245638,Hagelschaden,Sonstige,770.0
38931245638,Löcher,Sonstige,0.0
38931245638,Instandsetzungsspuren,Sonstige,0.0
38931245638,Instandsetzungsspuren,Tür,0.0
38931245638,Tierschaden,Sonstige,200.0
35046847792,Löcher,Sonstige,200.0
35046847792,Hagelschaden,Sonstige,0.0
19538473912,Tierschaden,Sonstige,65.0
19538473912,Lackschaden,Motorhaube,0.0
19538473912,Lackschaden,Sonstige,0.0
37278407582,Instandsetzungsspuren,Sonstige,0.0
37278407582,Instandsetzungsspuren,Sonstige,1780.0
37278407582,Verformt / Verzogen,Kotflügel,0.0
37278407582,Instandsetzungsspuren,Sonstige,0.0
37278407582,Verformt / Verzogen,Kotflügel,0.0
37278407582,Instandsetzungsspuren,Sonstige,840.0
37278407582,Verformt / Verzogen,Kotflügel,0.0
37278407582,Verformt / Verzogen,Kotflügel,0.0
22537047094,Lackschaden,Motorhaube,0.0
22537047094,Lackschaden,Sonstige,0.0
10274716575,Verformt / Verzogen,Stoßfänger,500.0
14538997561,Verätzung,Tür,15.8
15437948752,Undicht,Außenspiegel,0.0
16478381743,Verätzung,Sonstige,75.0
16291064349,Riss,Scheibe,66.78
17772734514,Instandsetzungsspuren,Tür,0.0
17772734514,Hagelschaden,Sonstige,1657.83
18604577697,korrodiert,Scheibe,0.0
18351797859,Lackschaden,Tür,0.0
21154116381,Verformt / Verzogen,Stoßfänger,0.0
31751682899,Lackschaden,Tür,0.0
15218077818,Undicht,Beleuchtung,1608.52
17618138022,Verätzung,Motorhaube,75.0
15625744182,Undicht,Beleuchtung,0.0
15310561923,Instandsetzungsspuren,Felge,670.0
15310561923,Instandsetzungsspuren,Felge,0.0
12338618186,Instandsetzungsspuren,Motorhaube,0.0
12100362764,Hagelschaden,Heckklappe,0.0
33522618468,Klebereste,Scheibe,0.0
35110694955,Verätzung,Motorhaube,110.0
37606060109,korrodiert,Scheibe,0.0
13337298439,Lackschaden,Sonstige,0.0
17615467930,Lackschaden,Sonstige,0.0
14445199892,Instandsetzungsspuren,Scheibe,0.0
14445199892,Lackschaden,Sonstige,0.0
13770200382,Instandsetzungsspuren,Motorhaube,0.0
13896372642,Instandsetzungsspuren,Sonstige,0.0
13896372642,Instandsetzungsspuren,Sonstige,0.0
16241989533,Verätzung,Sonstige,0.0
12680304531,Instandsetzungsspuren,Sonstige,500.0
15927939735,elektrischer Fehler,Sonstige,0.0
39173811810,Fehlstellung,Sonstige,0.0
16712833134,korrodiert,Sonstige,0.0
17133385766,Instandsetzungsspuren,Sonstige,0.0
17133385766,Instandsetzungsspuren,Sonstige,0.0
18498063487,Funktionsstörung,Sonstige,270.0
35385403577,Verformt / Verzogen,Innenraum,0.0
11636378215,Korrosion / Rost,Kotflügel,539.26
12703466548,Instandsetzungsspuren,Tür,0.0
12703466548,Lackschaden,Sonstige,0.0
11462826064,Lackabplatzer,Tür,0.0
17808063501,Instandsetzungsspuren,Tür,0.0
17808063501,Lackschaden,Tür,0.0
17808063501,Instandsetzungsspuren,Sonstige,0.0
17808063501,Fehlermeldung,Sonstige,0.0
17808063501,Lackschaden,Sonstige,0.0
11657912606,Vandalismusschaden,Sonstige,500.0
10881358161,Verätzung,Stoßfänger,50.0
17215037835,Hagelschaden,Sonstige,500.0
17267674897,Verätzung,Sonstige,500.0
17480398092,Instandsetzungsspuren,Stoßfänger,0.0
16621573530,Löcher,Stoßfänger,0.0
15881923173,abweichend der Vertragsvorgaben,Sonstige,0.0
14977086392,Löcher,Stoßfänger,0.0
33380850276,Undicht,Sonstige,0.0
35028082187,Instandsetzungsspuren,Felge,1000.0
43818092629,Fehlermeldung,Sonstige,0.0
23124316070,Löcher,Tür,180.0
28351141533,Verformt / Verzogen,Heckklappe,1000.0
29667646500,Verformt / Verzogen,Heckklappe,1000.0
28405607594,Instandsetzungsspuren,Felge,0.0
28405607594,Instandsetzungsspuren,Felge,1000.0
28405607594,Instandsetzungsspuren,Felge,0.0
22769766783,Verformt / Verzogen,Tür,145.0
29005599909,Verformt / Verzogen,Heckklappe,1000.0
23319073946,Verformt / Verzogen,Heckklappe,0.0
16286909846,Instandsetzungsspuren,Scheibe,0.0
16485740158,Klebereste,Tür,15.8
15581865644,Instandsetzungsspuren,Tür,0.0
13238944069,abweichend der Vertragsvorgaben,Sonstige,0.0
36466602587,Undicht,Sonstige,0.0
16947620772,falsche Reifenart,,0.0
16213661562,Verformt / Verzogen,Stoßfänger,1260.0
17246304828,Fehlstellung,Außenspiegel,0.0
15296881770,Verätzung,Sonstige,75.0
16450963896,Korrosion / Rost,Motorhaube,120.0
16716129292,Instandsetzungsspuren,Scheibe,0.0
17656437673,Batterie entladen,Batterie,0.0
17656437673,Untermaß,Sonstige,293.52
17656437673,Untermaß,Scheibe,373.92
18031833264,Instandsetzungsspuren,Kotflügel,859.95
35876462939,feucht/nass,,0.0
13721429548,Lackschaden,Sonstige,0.0
16478401317,Undicht,Sonstige,0.0
28751880460,korrodiert,,0.0
17899427649,elektrischer Fehler,Batterie,470.0
17114651784,Verformt / Verzogen,Stoßfänger,1190.0
12503272195,Verformt / Verzogen,Sonstige,0.0
12811748177,Lackabplatzer,Motorhaube,120.0
13385302369,Verformt / Verzogen,Tür,0.0
13385302369,Verformt / Verzogen,Heckklappe,0.0
13441543787,korrodiert,Felge,82.05
13441543787,Verätzung,Sonstige,0.0
13441543787,korrodiert,Felge,82.05
13441543787,Verformt / Verzogen,Tür,0.0
13441543787,korrodiert,Felge,0.0
13441543787,korrodiert,Felge,0.0
12839175424,Verformt / Verzogen,,31.6
13287875172,Instandsetzungsspuren,Scheibe,500.0
13286737182,korrodiert,Felge,46.48
13286737182,korrodiert,Felge,46.48
13314202515,korrodiert,,0.0
13864104374,korrodiert,Felge,0.0
15182772525,Hagelschaden,Sonstige,500.0
20347924619,Funktionsstörung,Sonstige,0.0
20486787096,Funktionsstörung,Scheibe,0.0
18034989958,korrodiert,,278.89
12768315555,Funktionsstörung,Sonstige,0.0
17688863839,korrodiert,Heckklappe,580.0
14613761035,lose,,0.0
7934548543,in Ordnung,Sonstige,0.0
4991692649,Hagelschaden,Sonstige,500.0
12022825533,Instandsetzungsspuren,Sonstige,0.0
